Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,Month  ,State_id  ,Year  ,TAVE (F) 
10,130,5,'437054',1925,49 
11,131,5,'437054',1925,62 
12,132,5,'437054',1925,50 
13,133,5,'437054',1925,54 
14,134,5,'437054',1925,61 
15,135,5,'437054',1925,51 
16,136,5,'437054',1925,52 
17,137,5,'437054',1925,55 
18,138,5,'437054',1925,45 
19,139,5,'437054',1925,48 
20,140,5,'437054',1925,58 
21,141,5,'437054',1925,65 
22,142,5,'437054',1925,49 
23,143,5,'437054',1925,51 
24,144,5,'437054',1925,46 
25,145,5,'437054',1925,45 
26,146,5,'437054',1925,50 
27,147,5,'437054',1925,49 
28,148,5,'437054',1925,52 
29,149,5,'437054',1925,54 
30,150,5,'437054',1925,60 
31,151,5,'437054',1925,58 
1,152,6,'437054',1925,62 
2,153,6,'437054',1925,65 
3,154,6,'437054',1925,73 
4,155,6,'437054',1925,75 
5,156,6,'437054',1925,75 
6,157,6,'437054',1925,83 
7,158,6,'437054',1925,79 
8,159,6,'437054',1925,72 
9,160,6,'437054',1925,69 
10,161,6,'437054',1925,73 
11,162,6,'437054',1925,59 
12,163,6,'437054',1925,59 
13,164,6,'437054',1925,67 
14,165,6,'437054',1925,70 
15,166,6,'437054',1925,67 
16,167,6,'437054',1925,61 
17,168,6,'437054',1925,56 
18,169,6,'437054',1925,65 
19,170,6,'437054',1925,63 
20,171,6,'437054',1925,59 
21,172,6,'437054',1925,65 
22,173,6,'437054',1925,64 
23,174,6,'437054',1925,58 
24,175,6,'437054',1925,56 
25,176,6,'437054',1925,61 
26,177,6,'437054',1925,62 
27,178,6,'437054',1925,62 
28,179,6,'437054',1925,64 
29,180,6,'437054',1925,65 
30,181,6,'437054',1925,56 
1,182,7,'437054',1925,60 
2,183,7,'437054',1925,63 
3,184,7,'437054',1925,63 
4,185,7,'437054',1925,66 
5,186,7,'437054',1925,69 
6,187,7,'437054',1925,77 
7,188,7,'437054',1925,78 
8,189,7,'437054',1925,66 
9,190,7,'437054',1925,63 
10,191,7,'437054',1925,72 
11,192,7,'437054',1925,70 
12,193,7,'437054',1925,71 
13,194,7,'437054',1925,63 
14,195,7,'437054',1925,66 
15,196,7,'437054',1925,67 
16,197,7,'437054',1925,71 
17,198,7,'437054',1925,73 
18,199,7,'437054',1925,69 
19,200,7,'437054',1925,70 
20,201,7,'437054',1925,68 
21,202,7,'437054',1925,68 
22,203,7,'437054',1925,72 
23,204,7,'437054',1925,62 
24,205,7,'437054',1925,64 
25,206,7,'437054',1925,65 
26,207,7,'437054',1925,66 
27,208,7,'437054',1925,63 
28,209,7,'437054',1925,68 
29,210,7,'437054',1925,65 
30,211,7,'437054',1925,58 
31,212,7,'437054',1925,58 
1,213,8,'437054',1925,59 
2,214,8,'437054',1925,68 
3,215,8,'437054',1925,69 
4,216,8,'437054',1925,68 
5,217,8,'437054',1925,70 
6,218,8,'437054',1925,70 
7,219,8,'437054',1925,72 
8,220,8,'437054',1925,66 
9,221,8,'437054',1925,72 
10,222,8,'437054',1925,76 
11,223,8,'437054',1925,70 
12,224,8,'437054',1925,65 
13,225,8,'437054',1925,60 
14,226,8,'437054',1925,63 
15,227,8,'437054',1925,68 
16,228,8,'437054',1925,68 
17,229,8,'437054',1925,71 
18,230,8,'437054',1925,73 
19,231,8,'437054',1925,73 
20,232,8,'437054',1925,67 
21,233,8,'437054',1925,58 
22,234,8,'437054',1925,55 
23,235,8,'437054',1925,62 
24,236,8,'437054',1925,66 
25,237,8,'437054',1925,71 
26,238,8,'437054',1925,70 
27,239,8,'437054',1925,56 
28,240,8,'437054',1925,54 
29,241,8,'437054',1925,57 
30,242,8,'437054',1925,66 
31,243,8,'437054',1925,69 
1,244,9,'437054',1925,62 
2,245,9,'437054',1925,59 
3,246,9,'437054',1925,55 
4,247,9,'437054',1925,63 
5,248,9,'437054',1925,65 
6,249,9,'437054',1925,64 
7,250,9,'437054',1925,61 
8,251,9,'437054',1925,60 
9,252,9,'437054',1925,52 
10,253,9,'437054',1925,66 
11,254,9,'437054',1925,74 
12,255,9,'437054',1925,78 
13,256,9,'437054',1925,66 
14,257,9,'437054',1925,63 
15,258,9,'437054',1925,60 
16,259,9,'437054',1925,58 
17,260,9,'437054',1925,57 
18,261,9,'437054',1925,59 
19,262,9,'437054',1925,58 
20,263,9,'437054',1925,55 
21,264,9,'437054',1925,65 
22,265,9,'437054',1925,49 
23,266,9,'437054',1925,44 
24,267,9,'437054',1925,52 
25,268,9,'437054',1925,48 
26,269,9,'437054',1925,45 
27,270,9,'437054',1925,49 
28,271,9,'437054',1925,64 
29,272,9,'437054',1925,52 
30,273,9,'437054',1925,41 
1,274,10,'437054',1925,43 
2,275,10,'437054',1925,45 
3,276,10,'437054',1925,54 
4,277,10,'437054',1925,52 
5,278,10,'437054',1925,43 
6,279,10,'437054',1925,44 
7,280,10,'437054',1925,45 
8,281,10,'437054',1925,41 
9,282,10,'437054',1925,45 
10,283,10,'437054',1925,37 
11,284,10,'437054',1925,34 
12,285,10,'437054',1925,37 
13,286,10,'437054',1925,38 
14,287,10,'437054',1925,39 
15,288,10,'437054',1925,51 
16,289,10,'437054',1925,47 
17,290,10,'437054',1925,49 
18,291,10,'437054',1925,38 
19,292,10,'437054',1925,36 
20,293,10,'437054',1925,38 
21,294,10,'437054',1925,36 
22,295,10,'437054',1925,35 
23,296,10,'437054',1925,35 
24,297,10,'437054',1925,34 
25,298,10,'437054',1925,36 
26,299,10,'437054',1925,39 
27,300,10,'437054',1925,32 
28,301,10,'437054',1925,33 
29,302,10,'437054',1925,34 
30,303,10,'437054',1925,24 
31,304,10,'437054',1925,26 
1,305,11,'437054',1925,33 
2,306,11,'437054',1925,34 
3,307,11,'437054',1925,36 
4,308,11,'437054',1925,37 
5,309,11,'437054',1925,32 
6,310,11,'437054',1925,46 
7,311,11,'437054',1925,38 
8,312,11,'437054',1925,49 
9,313,11,'437054',1925,37 
10,314,11,'437054',1925,33 
11,315,11,'437054',1925,34 
12,316,11,'437054',1925,35 
13,317,11,'437054',1925,44 
14,318,11,'437054',1925,44 
15,319,11,'437054',1925,44 
16,320,11,'437054',1925,44 
17,321,11,'437054',1925,34 
18,322,11,'437054',1925,37 
19,323,11,'437054',1925,34 
20,324,11,'437054',1925,40 
21,325,11,'437054',1925,38 
22,326,11,'437054',1925,39 
23,327,11,'437054',1925,41 
24,328,11,'437054',1925,25 
25,329,11,'437054',1925,29 
26,330,11,'437054',1925,26 
27,331,11,'437054',1925,22 
28,332,11,'437054',1925,32 
29,333,11,'437054',1925,17 
30,334,11,'437054',1925,1 
1,335,12,'437054',1925,16 
2,336,12,'437054',1925,38 
3,337,12,'437054',1925,32 
4,338,12,'437054',1925,43 
5,339,12,'437054',1925,40 
6,340,12,'437054',1925,46 
7,341,12,'437054',1925,36 
8,342,12,'437054',1925,34 
9,343,12,'437054',1925,23 
10,344,12,'437054',1925,5 
11,345,12,'437054',1925,14 
12,346,12,'437054',1925,29 
13,347,12,'437054',1925,28 
14,348,12,'437054',1925,19 
15,349,12,'437054',1925,17 
16,350,12,'437054',1925,15 
17,351,12,'437054',1925,21 
18,352,12,'437054',1925,23 
19,353,12,'437054',1925,29 
20,354,12,'437054',1925,31 
21,355,12,'437054',1925,34 
22,356,12,'437054',1925,35 
23,357,12,'437054',1925,21 
24,358,12,'437054',1925,9 
25,359,12,'437054',1925,20 
26,360,12,'437054',1925,13 
27,361,12,'437054',1925,-9 
28,362,12,'437054',1925,8 
29,363,12,'437054',1925,2 
30,364,12,'437054',1925,-3 
31,365,12,'437054',1925,9 
1,1,1,'437054',1926,25 
2,2,1,'437054',1926,24 
3,3,1,'437054',1926,24 
4,4,1,'437054',1926,18 
5,5,1,'437054',1926,28 
6,6,1,'437054',1926,39 
7,7,1,'437054',1926,25 
8,8,1,'437054',1926,10 
9,9,1,'437054',1926,8 
10,10,1,'437054',1926,10 
11,11,1,'437054',1926,4 
12,12,1,'437054',1926,18 
13,13,1,'437054',1926,15 
14,14,1,'437054',1926,8 
15,15,1,'437054',1926,3 
16,16,1,'437054',1926,18 
17,17,1,'437054',1926,16 
18,18,1,'437054',1926,28 
19,19,1,'437054',1926,36 
20,20,1,'437054',1926,33 
21,21,1,'437054',1926,31 
22,22,1,'437054',1926,20 
23,23,1,'437054',1926,9 
24,24,1,'437054',1926,20 
25,25,1,'437054',1926,4 
26,26,1,'437054',1926,2 
27,27,1,'437054',1926,22 
28,28,1,'437054',1926,11 
29,29,1,'437054',1926,-2 
30,30,1,'437054',1926,5 
31,31,1,'437054',1926,26 
1,32,2,'437054',1926,26 
2,33,2,'437054',1926,17 
3,34,2,'437054',1926,6 
4,35,2,'437054',1926,19 
5,36,2,'437054',1926,18 
6,37,2,'437054',1926,8 
7,38,2,'437054',1926,26 
8,39,2,'437054',1926,5 
9,40,2,'437054',1926,-3 
10,41,2,'437054',1926,6 
11,42,2,'437054',1926,11 
12,43,2,'437054',1926,12 
13,44,2,'437054',1926,14 
14,45,2,'437054',1926,15 
15,46,2,'437054',1926,28 
16,47,2,'437054',1926,24 
17,48,2,'437054',1926,11 
18,49,2,'437054',1926,24 
19,50,2,'437054',1926,30 
20,51,2,'437054',1926,15 
21,52,2,'437054',1926,5 
22,53,2,'437054',1926,7 
23,54,2,'437054',1926,0 
24,55,2,'437054',1926,12 
25,56,2,'437054',1926,13 
26,57,2,'437054',1926,31 
27,58,2,'437054',1926,25 
28,59,2,'437054',1926,13 
1,60,3,'437054',1926,18 
2,61,3,'437054',1926,29 
3,62,3,'437054',1926,19 
4,63,3,'437054',1926,18 
5,64,3,'437054',1926,10 
6,65,3,'437054',1926,5 
7,66,3,'437054',1926,12 
8,67,3,'437054',1926,24 
9,68,3,'437054',1926,17 
10,69,3,'437054',1926,14 
11,70,3,'437054',1926,24 
12,71,3,'437054',1926,10 
13,72,3,'437054',1926,9 
14,73,3,'437054',1926,4 
15,74,3,'437054',1926,14 
16,75,3,'437054',1926,21 
17,76,3,'437054',1926,26 
18,77,3,'437054',1926,25 
19,78,3,'437054',1926,19 
20,79,3,'437054',1926,36 
21,80,3,'437054',1926,27 
22,81,3,'437054',1926,32 
23,82,3,'437054',1926,34 
24,83,3,'437054',1926,36 
25,84,3,'437054',1926,39 
26,85,3,'437054',1926,33 
27,86,3,'437054',1926,30 
28,87,3,'437054',1926,22 
29,88,3,'437054',1926,21 
30,89,3,'437054',1926,22 
31,90,3,'437054',1926,27 
1,91,4,'437054',1926,35 
2,92,4,'437054',1926,36 
3,93,4,'437054',1926,37 
4,94,4,'437054',1926,38 
5,95,4,'437054',1926,32 
6,96,4,'437054',1926,27 
7,97,4,'437054',1926,23 
8,98,4,'437054',1926,34 
9,99,4,'437054',1926,38 
10,100,4,'437054',1926,37 
11,101,4,'437054',1926,33 
12,102,4,'437054',1926,19 
13,103,4,'437054',1926,30 
14,104,4,'437054',1926,45 
15,105,4,'437054',1926,37 
16,106,4,'437054',1926,24 
17,107,4,'437054',1926,34 
18,108,4,'437054',1926,28 
19,109,4,'437054',1926,26 
20,110,4,'437054',1926,25 
21,111,4,'437054',1926,38 
22,112,4,'437054',1926,50 
23,113,4,'437054',1926,51 
24,114,4,'437054',1926,47 
25,115,4,'437054',1926,51 
26,116,4,'437054',1926,41 
27,117,4,'437054',1926,38 
28,118,4,'437054',1926,36 
29,119,4,'437054',1926,43 
30,120,4,'437054',1926,41 
1,121,5,'437054',1926,44 
2,122,5,'437054',1926,57 
3,123,5,'437054',1926,64 
4,124,5,'437054',1926,54 
5,125,5,'437054',1926,43 
6,126,5,'437054',1926,47 
7,127,5,'437054',1926,47 
8,128,5,'437054',1926,44 
9,129,5,'437054',1926,42 
10,130,5,'437054',1926,43 
11,131,5,'437054',1926,46 
12,132,5,'437054',1926,51 
13,133,5,'437054',1926,49 
14,134,5,'437054',1926,58 
15,135,5,'437054',1926,51 
16,136,5,'437054',1926,53 
17,137,5,'437054',1926,60 
18,138,5,'437054',1926,60 
19,139,5,'437054',1926,54 
20,140,5,'437054',1926,58 
21,141,5,'437054',1926,44 
22,142,5,'437054',1926,63 
23,143,5,'437054',1926,60 
24,144,5,'437054',1926,49 
25,145,5,'437054',1926,49 
26,146,5,'437054',1926,51 
27,147,5,'437054',1926,49 
28,148,5,'437054',1926,52 
29,149,5,'437054',1926,54 
30,150,5,'437054',1926,63 
31,151,5,'437054',1926,63 
1,152,6,'437054',1926,64 
2,153,6,'437054',1926,66 
3,154,6,'437054',1926,57 
4,155,6,'437054',1926,52 
5,156,6,'437054',1926,49 
6,157,6,'437054',1926,54 
7,158,6,'437054',1926,57 
8,159,6,'437054',1926,61 
9,160,6,'437054',1926,63 
10,161,6,'437054',1926,58 
11,162,6,'437054',1926,56 
12,163,6,'437054',1926,59 
13,164,6,'437054',1926,64 
14,165,6,'437054',1926,67 
15,166,6,'437054',1926,58 
16,167,6,'437054',1926,57 
17,168,6,'437054',1926,57 
18,169,6,'437054',1926,62 
19,170,6,'437054',1926,61 
20,171,6,'437054',1926,53 
21,172,6,'437054',1926,56 
22,173,6,'437054',1926,65 
23,174,6,'437054',1926,62 
24,175,6,'437054',1926,65 
25,176,6,'437054',1926,65 
26,177,6,'437054',1926,68 
27,178,6,'437054',1926,64 
28,179,6,'437054',1926,62 
29,180,6,'437054',1926,72 
30,181,6,'437054',1926,72 
1,182,7,'437054',1926,62 
2,183,7,'437054',1926,66 
3,184,7,'437054',1926,71 
4,185,7,'437054',1926,63 
5,186,7,'437054',1926,61 
6,187,7,'437054',1926,66 
7,188,7,'437054',1926,64 
8,189,7,'437054',1926,60 
9,190,7,'437054',1926,64 
10,191,7,'437054',1926,69 
11,192,7,'437054',1926,67 
12,193,7,'437054',1926,61 
13,194,7,'437054',1926,61 
14,195,7,'437054',1926,63 
15,196,7,'437054',1926,63 
16,197,7,'437054',1926,67 
17,198,7,'437054',1926,68 
18,199,7,'437054',1926,75 
19,200,7,'437054',1926,71 
20,201,7,'437054',1926,69 
21,202,7,'437054',1926,79 
22,203,7,'437054',1926,80 
23,204,7,'437054',1926,73 
24,205,7,'437054',1926,70 
25,206,7,'437054',1926,72 
26,207,7,'437054',1926,61 
27,208,7,'437054',1926,66 
28,209,7,'437054',1926,70 
29,210,7,'437054',1926,67 
30,211,7,'437054',1926,68 
31,212,7,'437054',1926,69 
1,213,8,'437054',1926,69 
2,214,8,'437054',1926,70 
3,215,8,'437054',1926,76 
4,216,8,'437054',1926,73 
5,217,8,'437054',1926,68 
6,218,8,'437054',1926,68 
7,219,8,'437054',1926,73 
8,220,8,'437054',1926,70 
9,221,8,'437054',1926,69 
10,222,8,'437054',1926,65 
11,223,8,'437054',1926,71 
12,224,8,'437054',1926,71 
13,225,8,'437054',1926,74 
14,226,8,'437054',1926,73 
15,227,8,'437054',1926,65 
16,228,8,'437054',1926,57 
17,229,8,'437054',1926,68 
18,230,8,'437054',1926,59 
19,231,8,'437054',1926,57 
20,232,8,'437054',1926,58 
21,233,8,'437054',1926,57 
22,234,8,'437054',1926,54 
23,235,8,'437054',1926,61 
24,236,8,'437054',1926,65 
25,237,8,'437054',1926,63 
26,238,8,'437054',1926,66 
27,239,8,'437054',1926,64 
28,240,8,'437054',1926,65 
29,241,8,'437054',1926,72 
30,242,8,'437054',1926,61 
31,243,8,'437054',1926,60 
1,244,9,'437054',1926,54 
2,245,9,'437054',1926,54 
3,246,9,'437054',1926,56 
4,247,9,'437054',1926,58 
5,248,9,'437054',1926,59 
6,249,9,'437054',1926,59 
7,250,9,'437054',1926,63 
8,251,9,'437054',1926,61 
9,252,9,'437054',1926,59 
10,253,9,'437054',1926,61 
11,254,9,'437054',1926,57 
12,255,9,'437054',1926,61 
13,256,9,'437054',1926,58 
14,257,9,'437054',1926,52 
15,258,9,'437054',1926,51 
16,259,9,'437054',1926,57 
17,260,9,'437054',1926,60 
18,261,9,'437054',1926,65 
19,262,9,'437054',1926,64 
20,263,9,'437054',1926,62 
21,264,9,'437054',1926,57 
22,265,9,'437054',1926,54 
23,266,9,'437054',1926,64 
24,267,9,'437054',1926,61 
25,268,9,'437054',1926,70 
26,269,9,'437054',1926,59 
27,270,9,'437054',1926,47 
28,271,9,'437054',1926,51 
29,272,9,'437054',1926,50 
30,273,9,'437054',1926,52 
1,274,10,'437054',1926,47 
2,275,10,'437054',1926,51 
3,276,10,'437054',1926,55 
4,277,10,'437054',1926,54 
5,278,10,'437054',1926,70 
6,279,10,'437054',1926,68 
7,280,10,'437054',1926,49 
8,281,10,'437054',1926,43 
9,282,10,'437054',1926,43 
10,283,10,'437054',1926,50 
11,284,10,'437054',1926,53 
12,285,10,'437054',1926,49 
13,286,10,'437054',1926,52 
14,287,10,'437054',1926,49 
15,288,10,'437054',1926,46 
16,289,10,'437054',1926,42 
17,290,10,'437054',1926,46 
18,291,10,'437054',1926,42 
19,292,10,'437054',1926,38 
20,293,10,'437054',1926,32 
21,294,10,'437054',1926,35 
22,295,10,'437054',1926,34 
23,296,10,'437054',1926,46 
24,297,10,'437054',1926,41 
25,298,10,'437054',1926,53 
26,299,10,'437054',1926,39 
27,300,10,'437054',1926,40 
28,301,10,'437054',1926,38 
29,302,10,'437054',1926,48 
30,303,10,'437054',1926,44 
31,304,10,'437054',1926,43 
1,305,11,'437054',1926,34 
2,306,11,'437054',1926,38 
3,307,11,'437054',1926,35 
4,308,11,'437054',1926,33 
5,309,11,'437054',1926,28 
6,310,11,'437054',1926,32 
7,311,11,'437054',1926,37 
8,312,11,'437054',1926,42 
9,313,11,'437054',1926,43 
10,314,11,'437054',1926,45 
11,315,11,'437054',1926,28 
12,316,11,'437054',1926,23 
13,317,11,'437054',1926,31 
14,318,11,'437054',1926,32 
15,319,11,'437054',1926,41 
16,320,11,'437054',1926,58 
17,321,11,'437054',1926,56 
18,322,11,'437054',1926,40 
19,323,11,'437054',1926,41 
20,324,11,'437054',1926,42 
21,325,11,'437054',1926,31 
22,326,11,'437054',1926,36 
23,327,11,'437054',1926,31 
24,328,11,'437054',1926,30 
25,329,11,'437054',1926,26 
26,330,11,'437054',1926,32 
27,331,11,'437054',1926,41 
28,332,11,'437054',1926,18 
29,333,11,'437054',1926,28 
30,334,11,'437054',1926,37 
1,335,12,'437054',1926,35 
2,336,12,'437054',1926,22 
3,337,12,'437054',1926,8 
4,338,12,'437054',1926,10 
5,339,12,'437054',1926,-3 
6,340,12,'437054',1926,9 
7,341,12,'437054',1926,-1 
8,342,12,'437054',1926,17 
9,343,12,'437054',1926,22 
10,344,12,'437054',1926,20 
11,345,12,'437054',1926,27 
12,346,12,'437054',1926,28 
13,347,12,'437054',1926,18 
14,348,12,'437054',1926,36 
15,349,12,'437054',1926,17 
16,350,12,'437054',1926,15 
17,351,12,'437054',1926,11 
18,352,12,'437054',1926,7 
19,353,12,'437054',1926,0 
20,354,12,'437054',1926,6 
21,355,12,'437054',1926,21 
22,356,12,'437054',1926,28 
23,357,12,'437054',1926,12 
24,358,12,'437054',1926,13 
25,359,12,'437054',1926,32 
26,360,12,'437054',1926,18 
27,361,12,'437054',1926,3 
28,362,12,'437054',1926,18 
29,363,12,'437054',1926,27 
30,364,12,'437054',1926,13 
31,365,12,'437054',1926,16 
1,1,1,'437054',1927,25 
2,2,1,'437054',1927,20 
3,3,1,'437054',1927,11 
4,4,1,'437054',1927,15 
5,5,1,'437054',1927,27 
6,6,1,'437054',1927,19 
7,7,1,'437054',1927,14 
8,8,1,'437054',1927,1 
9,9,1,'437054',1927,2 
10,10,1,'437054',1927,-1 
11,11,1,'437054',1927,13 
12,12,1,'437054',1927,14 
13,13,1,'437054',1927,6 
14,14,1,'437054',1927,29 
15,15,1,'437054',1927,20 
16,16,1,'437054',1927,7 
17,17,1,'437054',1927,6 
18,18,1,'437054',1927,16 
19,19,1,'437054',1927,29 
20,20,1,'437054',1927,39 
21,21,1,'437054',1927,35 
22,22,1,'437054',1927,36 
23,23,1,'437054',1927,21 
24,24,1,'437054',1927,13 
25,25,1,'437054',1927,15 
26,26,1,'437054',1927,8 
27,27,1,'437054',1927,-9 
28,28,1,'437054',1927,11 
29,29,1,'437054',1927,35 
30,30,1,'437054',1927,37 
31,31,1,'437054',1927,33 
1,32,2,'437054',1927,24 
2,33,2,'437054',1927,28 
3,34,2,'437054',1927,10 
4,35,2,'437054',1927,16 
5,36,2,'437054',1927,-5 
6,37,2,'437054',1927,2 
7,38,2,'437054',1927,20 
8,39,2,'437054',1927,19 
9,40,2,'437054',1927,26 
10,41,2,'437054',1927,30 
11,42,2,'437054',1927,13 
12,43,2,'437054',1927,25 
13,44,2,'437054',1927,14 
14,45,2,'437054',1927,22 
15,46,2,'437054',1927,28 
16,47,2,'437054',1927,27 
17,48,2,'437054',1927,29 
18,49,2,'437054',1927,35 
19,50,2,'437054',1927,22 
20,51,2,'437054',1927,15 
21,52,2,'437054',1927,20 
22,53,2,'437054',1927,24 
23,54,2,'437054',1927,26 
24,55,2,'437054',1927,34 
25,56,2,'437054',1927,34 
26,57,2,'437054',1927,37 
27,58,2,'437054',1927,26 
28,59,2,'437054',1927,18 
1,60,3,'437054',1927,15 
2,61,3,'437054',1927,12 
3,62,3,'437054',1927,17 
4,63,3,'437054',1927,13 
5,64,3,'437054',1927,16 
6,65,3,'437054',1927,35 
7,66,3,'437054',1927,36 
8,67,3,'437054',1927,36 
9,68,3,'437054',1927,30 
10,69,3,'437054',1927,25 
11,70,3,'437054',1927,33 
12,71,3,'437054',1927,39 
13,72,3,'437054',1927,45 
14,73,3,'437054',1927,45 
15,74,3,'437054',1927,44 
16,75,3,'437054',1927,41 
17,76,3,'437054',1927,43 
18,77,3,'437054',1927,46 
19,78,3,'437054',1927,45 
20,79,3,'437054',1927,39 
21,80,3,'437054',1927,34 
22,81,3,'437054',1927,27 
23,82,3,'437054',1927,15 
24,83,3,'437054',1927,24 
25,84,3,'437054',1927,27 
26,85,3,'437054',1927,32 
27,86,3,'437054',1927,37 
28,87,3,'437054',1927,34 
29,88,3,'437054',1927,37 
30,89,3,'437054',1927,36 
31,90,3,'437054',1927,41 
1,91,4,'437054',1927,35 
2,92,4,'437054',1927,36 
3,93,4,'437054',1927,33 
4,94,4,'437054',1927,38 
5,95,4,'437054',1927,35 
6,96,4,'437054',1927,45 
7,97,4,'437054',1927,44 
8,98,4,'437054',1927,27 
9,99,4,'437054',1927,30 
10,100,4,'437054',1927,33 
11,101,4,'437054',1927,39 
12,102,4,'437054',1927,42 
13,103,4,'437054',1927,39 
14,104,4,'437054',1927,33 
15,105,4,'437054',1927,40 
16,106,4,'437054',1927,49 
17,107,4,'437054',1927,51 
18,108,4,'437054',1927,54 
19,109,4,'437054',1927,64 
20,110,4,'437054',1927,65 
21,111,4,'437054',1927,56 
22,112,4,'437054',1927,58 
23,113,4,'437054',1927,40 
24,114,4,'437054',1927,36 
25,115,4,'437054',1927,34 
26,116,4,'437054',1927,39 
27,117,4,'437054',1927,45 
28,118,4,'437054',1927,40 
29,119,4,'437054',1927,42 
30,120,4,'437054',1927,41 
1,121,5,'437054',1927,39 
2,122,5,'437054',1927,38 
3,123,5,'437054',1927,44 
4,124,5,'437054',1927,47 
5,125,5,'437054',1927,47 
6,126,5,'437054',1927,51 
7,127,5,'437054',1927,50 
8,128,5,'437054',1927,46 
9,129,5,'437054',1927,46 
10,130,5,'437054',1927,53 
11,131,5,'437054',1927,61 
12,132,5,'437054',1927,57 
13,133,5,'437054',1927,51 
14,134,5,'437054',1927,55 
15,135,5,'437054',1927,54 
16,136,5,'437054',1927,52 
17,137,5,'437054',1927,53 
18,138,5,'437054',1927,52 
19,139,5,'437054',1927,55 
20,140,5,'437054',1927,54 
21,141,5,'437054',1927,52 
22,142,5,'437054',1927,58 
23,143,5,'437054',1927,62 
24,144,5,'437054',1927,53 
25,145,5,'437054',1927,51 
26,146,5,'437054',1927,60 
27,147,5,'437054',1927,55 
28,148,5,'437054',1927,45 
29,149,5,'437054',1927,56 
30,150,5,'437054',1927,58 
31,151,5,'437054',1927,59 
1,152,6,'437054',1927,55 
2,153,6,'437054',1927,49 
3,154,6,'437054',1927,51 
4,155,6,'437054',1927,52 
5,156,6,'437054',1927,62 
6,157,6,'437054',1927,55 
7,158,6,'437054',1927,57 
8,159,6,'437054',1927,60 
9,160,6,'437054',1927,62 
10,161,6,'437054',1927,74 
11,162,6,'437054',1927,71 
12,163,6,'437054',1927,64 
13,164,6,'437054',1927,56 
14,165,6,'437054',1927,57 
15,166,6,'437054',1927,53 
16,167,6,'437054',1927,53 
17,168,6,'437054',1927,58 
18,169,6,'437054',1927,59 
19,170,6,'437054',1927,58 
20,171,6,'437054',1927,64 
21,172,6,'437054',1927,67 
22,173,6,'437054',1927,67 
23,174,6,'437054',1927,74 
24,175,6,'437054',1927,59 
25,176,6,'437054',1927,57 
26,177,6,'437054',1927,64 
27,178,6,'437054',1927,55 
28,179,6,'437054',1927,54 
29,180,6,'437054',1927,59 
30,181,6,'437054',1927,67 
1,182,7,'437054',1927,70 
2,183,7,'437054',1927,71 
3,184,7,'437054',1927,74 
4,185,7,'437054',1927,64 
5,186,7,'437054',1927,55 
6,187,7,'437054',1927,59 
7,188,7,'437054',1927,65 
8,189,7,'437054',1927,67 
9,190,7,'437054',1927,65 
10,191,7,'437054',1927,68 
11,192,7,'437054',1927,69 
12,193,7,'437054',1927,73 
13,194,7,'437054',1927,74 
14,195,7,'437054',1927,78 
15,196,7,'437054',1927,78 
16,197,7,'437054',1927,74 
17,198,7,'437054',1927,72 
18,199,7,'437054',1927,71 
19,200,7,'437054',1927,67 
20,201,7,'437054',1927,68 
21,202,7,'437054',1927,69 
22,203,7,'437054',1927,72 
23,204,7,'437054',1927,69 
24,205,7,'437054',1927,70 
25,206,7,'437054',1927,70 
26,207,7,'437054',1927,71 
27,208,7,'437054',1927,71 
28,209,7,'437054',1927,69 
29,210,7,'437054',1927,73 
30,211,7,'437054',1927,66 
31,212,7,'437054',1927,64 
1,213,8,'437054',1927,71 
2,214,8,'437054',1927,70 
3,215,8,'437054',1927,58 
4,216,8,'437054',1927,63 
5,217,8,'437054',1927,62 
6,218,8,'437054',1927,64 
7,219,8,'437054',1927,65 
8,220,8,'437054',1927,68 
9,221,8,'437054',1927,69 
10,222,8,'437054',1927,58 
11,223,8,'437054',1927,61 
12,224,8,'437054',1927,63 
13,225,8,'437054',1927,68 
14,226,8,'437054',1927,62 
15,227,8,'437054',1927,62 
16,228,8,'437054',1927,57 
17,229,8,'437054',1927,58 
18,230,8,'437054',1927,55 
19,231,8,'437054',1927,61 
20,232,8,'437054',1927,62 
21,233,8,'437054',1927,67 
22,234,8,'437054',1927,69 
23,235,8,'437054',1927,71 
24,236,8,'437054',1927,65 
25,237,8,'437054',1927,59 
26,238,8,'437054',1927,58 
27,239,8,'437054',1927,57 
28,240,8,'437054',1927,60 
29,241,8,'437054',1927,71 
30,242,8,'437054',1927,65 
31,243,8,'437054',1927,69 
1,244,9,'437054',1927,67 
2,245,9,'437054',1927,64 
3,246,9,'437054',1927,73 
4,247,9,'437054',1927,68 
5,248,9,'437054',1927,58 
6,249,9,'437054',1927,62 
7,250,9,'437054',1927,64 
8,251,9,'437054',1927,59 
9,252,9,'437054',1927,57 
10,253,9,'437054',1927,58 
11,254,9,'437054',1927,62 
12,255,9,'437054',1927,52 
13,256,9,'437054',1927,59 
14,257,9,'437054',1927,54 
15,258,9,'437054',1927,56 
16,259,9,'437054',1927,53 
17,260,9,'437054',1927,53 
18,261,9,'437054',1927,59 
19,262,9,'437054',1927,65 
20,263,9,'437054',1927,58 
21,264,9,'437054',1927,54 
22,265,9,'437054',1927,54 
23,266,9,'437054',1927,57 
24,267,9,'437054',1927,53 
25,268,9,'437054',1927,56 
